,playerID,FPCT,POS,G,SH,OBP,AB/G,HR/G,SB/G,RBI/G,IBB/G,SF/G,debut,finalGame,weight,servingDays,debutAge,inducted
26,acklefr01,1.0,P,5,0.0,0.42857142857142855,1.2,0.0,0.0,0.2,0.0,0.0,1963-09-21,1964-05-09,202.0,231.0,26.736986301369864,N
27,acostcy01,0.8665223665223665,P,107,0.0,0.0,0.06542056074766354,0.0,0.0,0.0,0.0,0.0,1972-06-04,1975-05-05,165.0,1065.0,26.44109589041096,N
28,acosted01,0.9642857142857143,P,57,0.0,0.06666666666666667,0.5087719298245614,0.0,0.0,0.0,0.0,0.0,1970-09-07,1972-10-04,215.0,758.0,26.7013698630137,N
29,acostma01,0.9431818181818182,P,233,0.0,0.14285714285714285,0.02575107296137339,0.0,0.0,0.0,0.0,0.0,2007-08-12,2012-10-03,215.0,1879.0,26.627397260273973,N
30,adairje01,0.9701598093969355,2B,1165,41.0,0.29176415535797845,3.449785407725322,0.048927038626609444,0.024892703862660945,0.3141630901287554,0.026609442060085836,0.02575107296137339,1958-09-02,1970-05-03,175.0,4261.0,22.684931506849313,N
31,adamsbo03,0.9634636793552134,3B,1281,78.0,0.33961840628507295,3.137392661982826,0.02888368462138954,0.05230288836846214,0.23653395784543327,0.00078064012490242,0.0039032006245121,1946-04-16,1959-04-22,160.0,4754.0,25.304109589041097,N
32,adamsbo04,1.0,C,15,0.0,0.25,1.6,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,1977-07-10,1977-09-29,200.0,81.0,25.53972602739726,N
33,adamsdi01,0.9946808510638298,1B,37,2.0,0.21978021978021978,2.4054054054054053,0.05405405405405406,0.0,0.2972972972972973,0.0,0.0,1947-05-20,1947-09-28,185.0,131.0,27.4,N
34,adamsdo01,1.0,C,8,0.0,0.26666666666666666,1.75,0.0,0.0,0.125,0.0,0.0,1969-09-08,1969-10-01,185.0,23.0,26.704109589041096,N
35,adamsgl01,0.9692536899574793,OF,661,9.0,0.3238149628783552,2.4462934947049924,0.05143721633888049,0.009077155824508321,0.340393343419062,0.012102874432677761,0.028744326777609682,1975-05-04,1982-10-03,180.0,2709.0,28.356164383561644,N
36,adamshe01,0.9844281798741003,OF,95,3.0,0.31024930747922436,3.5473684210526315,0.0,0.042105263157894736,0.18947368421052632,0.0,0.0,1948-09-17,1950-08-30,160.0,712.0,20.726027397260275,N
37,adamsjo02,0.8941176470588236,P,44,1.0,0.3,0.22727272727272727,0.0,0.0,0.022727272727272728,0.0,0.0,1996-04-10,1998-04-26,185.0,746.0,25.29041095890411,N
38,adamsmi01,1.0,P,11,1.0,0.3333333333333333,0.5454545454545454,0.0,0.0,0.09090909090909091,0.0,0.0,1967-07-01,1969-05-07,185.0,676.0,20.50958904109589,N
39,adamsmi02,0.9927536231884058,OF,100,0.0,0.375,1.18,0.03,0.02,0.09,0.0,0.0,1972-09-10,1978-07-25,180.0,2144.0,24.70958904109589,N
40,adamsre01,0.8333333333333334,P,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1946-05-05,1946-07-02,185.0,58.0,25.356164383561644,N
41,adamsri02,0.9573063453335325,SS,120,7.0,0.2595419847328244,2.058333333333333,0.03333333333333333,0.025,0.13333333333333333,0.025,0.0,1982-09-15,1985-10-05,180.0,1116.0,23.720547945205478,N
42,adamsru01,0.9387786474117409,SS,286,8.0,0.31269035532994927,3.090909090909091,0.05944055944055944,0.05244755244755245,0.3951048951048951,0.006993006993006993,0.038461538461538464,2004-09-03,2009-06-30,205.0,1761.0,24.69041095890411,N
43,adamsry01,0.9819819819819819,2B,29,0.0,0.3333333333333333,3.0689655172413794,0.0,0.0,0.2413793103448276,0.0,0.0,2011-05-20,2011-09-19,185.0,122.0,24.397260273972602,N
44,adamste01,0.9378744128744129,P,574,12.0,0.12790697674418605,0.13588850174216027,0.0,0.0,0.003484320557491289,0.0,0.0017421602787456446,1995-08-10,2005-05-23,180.0,3574.0,22.61917808219178,N
